,Station,Address,lat,lon,zipcode,Geo_FIPS,total_population_6.7_km,pop_below_18_6.7_km,pop_between_18_34_6.7_km,pop_between_34_65_6.7_km,pop_over_65_6.7_km,occupied_households_6.7_km,family_households_6.7_km,nonfamily_households_6.7_km,householder_less_than_high_school_6.7_km,householder_high_school_degree_6.7_km,householder_some_college_6.7_km,householder_bachelors_degree_6.7_km,older_than_3_in_school_6.7_km,older_than_3_not_in_school_6.7_km,not_high_school_grad_6.7_km,high_school_grad_6.7_km,employed_6.7_km,unemployed_6.7_km,not_in_labor_force_6.7_km,30_49_percet_income_to_rent_6.7_km,over_50_percent_income_to_rent_6.7_km,commuters_by_car_truck_van_6.7_km,commuters_by_car_truck_van_alone_6.7_km,commuters_by_car_truck_van_carpool_6.7_km,children_living_with_single_parents_6.7_km,private_sector_6.7_km,public_sector_6.7_km,self_employed_6.7_km,private_non-profit_6.7_km,unpaid_family_workers_6.7_km,households_social_security_income_6.7_km,households_SsI_6.7_km,households_retirement_income_6.7_km,housing_units_6.7_km,vacant_units_6.7_km,total_cars_6.7_km,concentrated_disadvantage_6.7_km,commute_time_6.7_km,median_household_income_6.7_km,average_household_size_6.7_km,population_density_6.7_km,median_house_value_6.7_km,ev_car_count_6.7_km,total_sessions,total_connection_time,total_amount,total_kwh,distance_freeway
118,AUI-10325,"8201 Tampa Avenue, Los Angeles, CA",34.219355,-118.553673,91306-1630,6037131600,439195.9487,90416.30502,113137.7519,176237.4706,59404.42121,144962.7766,98980.62788,45982.14867,18109.17772,25780.55094,45690.179,55382.86889,118889.1913,305823.5331,660.7441509,22372.23677,225560.058,14680.85969,119764.2063,19576.69567,23050.10504,184681.0249,162470.5133,22210.5116,22210.65047,154796.517,21882.82365,34241.62234,14302.11346,336.9815635,36976.64672,9244.775724,17154.22248,152020.552,7057.775475,276879.3407,-0.425996355,32.41547299,83228.84145,3.058870985,8102.459646,592714.7449,3820.070319,12,13:29,1.01,50.585,3.555444097
119,AUI-10306,"6007 Variel Ave, Los Angeles, CA",34.1799432,-118.5933178,91365,6037134905,343392.4098,71904.61542,81281.63988,140937.1089,49269.04559,116251.842,80142.30234,36109.53963,13740.38844,19496.22557,34964.01713,48051.21082,86691.50762,244552.4715,499.6209147,15851.01663,175245.6812,11579.25963,93235.00183,14416.40127,17062.18813,142931.3816,126123.1359,16808.24568,17659.48183,120501.9417,14502.81759,29841.43611,10112.53155,286.9542456,30739.35425,7275.204076,13891.58921,121944.747,5692.90504,221962.2156,-0.52943699,33.98905975,102334.9853,2.902671386,6339.389849,763887.2419,4018.400165,50,94:07:00,45.36,352.593,1.450830691
120,AUI-10356,"7647 Canoga Avenue, Los Angeles, CA",34.209773,-118.5984299,91304,6037134306,358794.7399,74488.25019,86883.03032,146976.2639,50447.19551,119149.5931,83065.42457,36084.16858,14216.16178,20655.05562,36951.09311,47327.28263,91623.96299,254462.0779,574.2833791,16731.4427,184352.9657,11865.42516,97224.29483,14755.4166,17232.00746,150568.2338,132549.9476,18018.28615,18022.40246,127236.5524,16122.96184,29391.16471,11289.95583,312.3309071,31383.84204,7203.190075,14630.72351,124606.7727,5457.179537,227534.7307,-0.453559403,31.6917304,88252.46758,2.853363847,6623.028567,598447.2401,3645.322876,30,109:32:00,0,386.748,1.149963179
121,AUI-10338,"3845 Selig Pl, Los Angeles, CA",34.0685547,-118.1989767,90031,6037199120,624720.8703,131507.6018,179512.5635,236153.0967,77547.60828,201893.2234,126140.7261,75752.49736,59155.32232,34094.80954,46121.03491,62522.05668,160050.6384,442501.6133,1387.220066,29180.17927,296210.8276,24474.91573,187989.2163,36130.60278,37503.46888,221166.0851,191262.6608,29903.42432,40312.15181,204715.7238,32021.61757,38280.13259,20661.04469,532.3089863,50185.38425,18492.27499,17412.41043,215802.4033,13909.1798,366766.9206,0.1594874,30.95530003,59141.57565,3.02876142,11543.25102,558305.5244,5808.78418,15,18:02,0,95.19,1.508188754
122,AUI-10348,"10215 Palms Blvd, Los Angeles, CA",34.0272776,-118.4069342,90034,6037269907,585855.8056,92972.7202,185789.7726,225375.9814,81717.3314,253800.3685,118797.0646,135003.3039,17667.69324,23596.27525,62812.65902,149723.7409,143006.5541,424811.1205,422.1052006,27441.94287,324619.89,20081.55179,158471.2635,39403.26261,44565.27418,244617.323,225383.9409,19233.38207,20712.46591,205459.5312,35043.90802,58613.89375,24931.39812,571.1589272,53074.63605,10022.46681,25685.64995,276040.1027,22239.73427,482927.9019,-0.125731215,27.05872191,94256.31463,2.314844455,10862.4252,1036900.945,11292.65868,35,182:59:00,0,455.12,1.329380271
123,AUI-10342,"9418 National Blvd, Los Angeles, CA",34.0310983,-118.396575,90034,6037269800,596615.0087,95776.56787,186617.4505,231199.813,83021.17731,259213.4939,121356.0336,137857.4603,19000.97776,25345.44393,65408.14254,149458.9297,142276.7844,436148.4525,430.2384312,25898.46754,330248.1441,20603.6269,160474.7432,40361.09477,46868.10681,250534.2322,231063.7036,19470.52867,21895.77521,209715.7653,35766.94127,59299.92321,24923.00629,542.5079662,54472.1746,10648.75514,26661.10932,282265.9225,23052.42865,492317.5409,-0.107961339,27.38020357,91855.91843,2.334954927,11000.20107,1028019.494,10804.10544,3,1:38,0,5.799,1.778872034
124,AUI-10297,"13308 Paxton St, Los Angeles, CA",34.276106,-118.422684,91331,6037104320,378062.4511,95619.79337,99438.01718,141995.0921,41009.54837,95041.37521,76162.09359,18879.28162,30426.74985,23065.60302,24250.79198,17298.23036,107449.5149,256411.0225,742.7695368,21527.28746,176582.2266,12689.39752,104643.6409,11067.33387,14053.67313,149579.5765,127666.1668,21913.4097,21877.86801,124516.0788,18574.2969,21860.55798,11298.87415,332.4187937,25047.61207,7686.152013,11287.7009,98721.17426,3679.799057,178458.973,-0.324309461,32.7575242,68226.48767,3.644756286,6989.820706,451876.8444,1308.258709,18,27:27:00,1.11,163.09,2.77344064
125,AUI-10303,"1499 Gordon St, Los Angeles, CA",34.097803,-118.320168,90028,6037190902,714198.0839,114421.6474,225825.676,289514.3396,84436.42093,305359.6172,137624.2601,167735.3571,46299.61068,42993.04565,70247.73936,145819.2215,143939.6329,548237.6487,1139.960124,21571.13005,413039.5032,30191.83449,167604.8777,64996.11556,70135.26458,279774.8181,254278.0619,25496.75618,37261.94342,279314.1823,25101.37889,82210.43542,25839.11332,574.3932721,51571.75119,18160.98794,17293.52974,338402.7376,33043.12044,556737.6226,1.007000876,26.81527247,83837.99547,2.273645924,13187.76072,1029982.087,8664.666949,46,218:32:00,0,343.759,1.541455271
126,AUI-10305,"3211 Beverly Blvd, Los Angeles, CA",34.072617,-118.283315,90057,6037208610,888907.4703,157733.4807,293572.4798,339152.8049,98448.705,337723.7579,165892.9745,171830.7835,74206.72426,54495.04058,76878.45149,132143.5416,213058.4681,647735.314,1970.473517,38620.12664,467908.1902,37924.35405,242082.6413,76215.32373,83927.0946,303932.3443,269480.3454,34451.99891,55217.73532,322344.4426,31390.9052,82965.12548,30550.25012,657.4668423,60641.71272,26514.44236,18128.37848,370829.7735,33106.01559,598909.9087,0.6299667,29.94536245,60160.54622,2.598753661,16416.8973,765301.3663,7957.801448,23,97:55:00,0,308.069,2.277235607
127,AUI-10300,"3215 Beverly Blvd, Los Angeles, CA",34.072713,-118.283534,90057,6037208610,889039.156,157552.2468,293719.7623,339294.5973,98472.54965,338132.0587,165888.1212,172243.9375,74084.67454,54504.23576,77010.54066,132532.6078,212932.3407,648010.7058,1966.076684,38571.1696,468246.6161,37935.3155,242016.834,76302.19673,84023.99339,304200.093,269765.499,34434.59404,55156.06316,322523.6044,31405.55312,83083.31529,30575.86395,658.2794081,60663.54371,26510.34327,18137.5758,371300.544,33168.48525,599718.5523,0.631766222,29.93113373,60235.18824,2.59616308,16419.23676,766509.6673,7970.697987,58,195:31:00,2.14,722.274,2.281779936
128,AUI-10301,"256 S Lafayette Park Pl, Los Angeles, CA",34.0675494,-118.2796614,90057,6037208620,911898.132,168984.6386,297485.5661,345853.5873,99574.33992,336822.9984,171077.5126,165745.4857,80572.37184,55571.82556,75988.71007,124690.0909,223543.9932,658596.9287,2092.402317,40969.13718,472499.5792,38290.60535,250280.2341,75918.01121,83956.92053,306863.4924,270842.175,36021.31743,59588.74349,327824.1549,32003.41735,81624.48964,30403.50133,644.0160244,61634.17623,27209.41912,18458.51016,369062.1819,32239.18356,595895.3966,0.525633943,30.64616083,57887.86763,2.674238551,16843.20779,733005.252,7581.417336,5,2:15,0,14.399,1.533628779
129,AUI-10327,"948 E Vernon Ave, Los Angeles, CA",34.0037883,-118.2591613,90011,6037228600,923693.2161,238688.7663,279078.6057,325003.1491,80922.69506,264280.4338,174434.0162,89846.41758,106601.0549,57033.5278,58154.73108,42491.12004,274366.6635,610754.4089,3151.356833,55425.2598,402644.3422,37761.92318,271425.9805,54996.27275,69217.25309,279781.7415,238296.4523,41485.28923,91613.02296,300594.0295,31106.11152,50543.70299,19937.84765,462.6505525,54965.67715,26932.73216,18148.05497,281218.4081,16937.97433,464734.3617,0.652711203,32.61567223,41863.54978,3.367341993,17017.19905,420269.5854,3238.519904,2,0:03,0,0.276,1.721476023
130,AUI-10332,"923 E 3rd St, Los Angeles, CA",34.0463078,-118.2341624,90013,6037206031,816612.6791,182874.4523,260606.9678,291934.5163,81196.74261,257549.8781,153049.0049,104500.8732,90882.14886,45944.72237,53485.68088,67237.32595,228348.4909,558181.8977,2426.753793,44694.91139,385567.2292,34048.88834,234648.3525,57372.03804,62465.36927,253344.0133,217316.1231,36027.89022,66143.71051,281436.1481,28353.44755,53587.43928,21683.24489,506.949403,51625.67563,23141.50177,14596.52421,277306.5248,19756.64678,451163.8071,0.421483162,31.04220477,48585.85228,3.090904307,15079.18034,504204.7414,5265.197745,97,502:03:00,0,1895.49,1.501287425
131,AUI-10350,"9850 Exposition Blvd, Los Angeles, CA",34.0288099,-118.4027129,90034,6037270100,593096.2312,94584.22327,188063.3573,228194.1566,82254.49409,257579.4066,120327.4975,137251.9091,18168.7164,24392.79926,64262.39816,150755.4928,143896.5414,430964.3269,425.0150171,26942.82817,328445.5414,20398.01778,160087.6758,40198.33751,46318.70356,248039.3064,228660.9622,19378.34429,21417.75108,208265.3689,35626.72547,58897.27803,25090.35164,565.8173144,53672.04396,10254.32378,26215.85326,280378.434,22799.02736,489731.5117,-0.114579597,27.19334475,93196.02993,2.321141733,10960.50682,1033752.874,11074.29678,65,633:14:00,0,741.562,1.53404424
132,AUI-10346,"1757 S Robertson Blvd, Los Angeles, CA",34.0476983,-118.3860416,90035-4232,6037217001,600049.6986,93781.65929,190020.4501,233321.7846,82925.80461,263323.6172,118053.4319,145270.1853,20158.75049,27681.11098,66608.90991,148874.8458,141037.7282,441710.3266,330.3742448,26441.3667,334229.7622,20719.20375,161727.178,42516.11781,50422.95279,251985.5834,232727.1284,19258.45497,22038.29458,212695.381,33804.0209,62813.67753,24416.20094,500.4819008,54254.18105,11754.06993,23879.78331,289120.2679,25796.65071,498071.2629,-0.165887745,27.60930191,95914.01505,2.346755146,11050.25202,1118391.575,10514.12516,5,13:23,9.84,91.244,2.967595259
133,AUI-10360,"2411 N Thomas Street, Los Angeles, CA",34.0740651,-118.2053002,90031,6037199202,637503.7176,132698.8644,185253.8024,241535.1858,78015.86503,209253.9166,127258.9006,81995.01597,59401.76422,33969.56274,47768.07004,68114.51962,162342.0317,452809.7644,1369.876905,29682.48695,307107.0721,25033.9036,187969.8894,38040.12519,38782.01688,224528.1701,193958.7525,30569.41761,41515.36294,210006.1469,32118.41784,42454.20234,22010.70275,517.6023346,50238.88317,18718.87067,17753.05435,224098.0646,14844.14803,379146.2876,0.17020878,31.00583953,60838.00472,2.994318546,11795.93012,579429.2122,6293.603081,12,5:00,0,27.413,1.766222141
134,AUI-10334,"176 S Virgil Ave, Los Angeles, CA",34.0712476,-118.28635,90004,6037211121,902076.4732,159496.8041,298276.147,344897.0816,99406.44048,344656.0417,168171.984,176484.0578,74606.95723,55188.98742,78948.68728,135911.4098,215328.9855,658173.7002,1967.54312,38859.31923,476311.1196,38390.84365,244799.7208,77689.14073,85538.68188,310082.4781,275433.7677,34648.71039,55874.83902,328081.7959,31923.42701,84694.34056,30944.14327,667.4128392,61555.93184,26672.69401,18549.03907,378440.0022,33783.96051,611995.2536,0.607624973,30.0740989,60243.83526,2.589613545,16658.01683,771558.4571,8016.889774,26,62:50:00,0,334.522,1.510327191
135,AUI-10304,"3619 Regal Pl, Los Angeles, CA",34.13395,-118.3632699,90068,6037143700,405901.9377,56005.73611,123743.3942,173021.6308,53131.17658,193116.5965,79329.11716,113787.4793,12868.08118,22421.43158,53529.50117,104297.5826,74285.57767,320780.8274,427.8531698,10447.61325,242268.3498,18951.09781,94406.83914,33478.44416,37743.612,181643.2182,168675.9435,12967.27472,13408.18025,160937.2681,15369.08751,51101.82557,14546.53036,313.6382822,34193.80554,9806.302483,14553.9349,213163.8154,20047.21889,365845.2431,0.557248137,27.42710678,106721.2241,2.26133216,7504.199108,1112719.747,8129.257479,16,44:12:00,3.58,121.47,1.370371801
136,AUI-10370,"18744 Parthenia St, Los Angeles, CA",34.2278025,-118.5420773,91324,6037115404,446812.7944,95073.40795,114291.1069,178619.7909,58828.48855,142956.8999,99940.11059,43016.78929,19985.2614,26349.92524,44753.81259,51867.90065,122493.1274,309055.8772,712.4770299,23107.38746,227512.7192,14741.45128,121212.6813,19658.23069,22929.60036,186903.1827,163379.9705,23523.21219,23749.82079,155859.7343,22546.12695,34093.02197,14645.31644,368.5195211,36074.37364,9298.612714,17120.36154,149715.03,6758.130077,272706.0026,-0.441844566,32.31341086,82574.45628,3.126346578,8240.825759,577965.9552,3765.311155,14,2:20,0,15.638,3.749526231
137,AUI-10343,"21021 Devonshire St, Los Angeles, CA",34.2574949,-118.5916991,91311,6037113101,241032.8901,49372.53975,59627.86164,97043.01753,34989.47122,76620.74658,55288.24045,21332.50613,9577.451386,13095.482,23626.96278,30320.85041,65635.49493,167222.2849,397.1341939,13133.12397,122616.8424,7767.577615,67737.51669,9426.262646,10227.89974,100438.1936,87385.51295,13052.68067,11026.87179,83070.83585,12519.36152,17958.33356,8806.889085,261.4223773,21226.35148,4433.661079,10368.20982,79840.78863,3220.042051,146625.5421,-0.481077537,29.40382162,83990.96604,2.610145297,4447.364614,552998.7383,2681.032638,27,92:19:00,0,254.512,1.370834377
138,AUI-10368,"6945 Sepulveda Blvd, Los Angeles, CA",33.9742777,-118.394348,90045,6037277000,463412.4971,87614.53761,129097.655,187819.0837,58881.22074,187305.5838,100476.8108,86828.773,21148.02862,22893.17252,54129.0378,89135.34487,110196.3458,336571.0973,654.8297435,18963.0937,249528.9017,18287.77857,116769.0708,29924.82221,31366.80543,198783.0734,179797.2022,18985.87118,25136.89601,165125.9903,29022.11007,36545.19785,18452.42914,383.1743364,39898.60216,8802.876024,22844.0338,199822.1231,12516.53928,357503.2746,-0.090460229,29.08291308,85053.84671,2.525795574,8883.662852,778723.666,6350.383855,10,7:33,0,42.935,12.80815798
139,AUI-10354,"838 S Barrington Ave, Los Angeles, CA",34.0544555,-118.466163,90049,6037264103,366913.4451,55232.50768,120390.7538,134218.3756,57071.80804,161505.6644,72530.54481,88975.11957,6085.988348,11093.79481,32477.66248,111848.2187,95819.01763,260331.2725,132.997671,20010.65995,199963.2719,12511.22037,105309.8908,22641.78184,25350.79244,142424.1827,131750.4245,10673.75822,10452.4011,119869.5056,22131.23236,42006.1449,15533.85353,422.535516,35233.908,5005.329443,15667.79956,178513.9269,17008.26248,307815.9872,-0.494471438,26.08414564,152525.4889,2.37549269,7079.120316,1531610.572,10103.3891,16,90:15:00,0,362.481,1.244100276
140,AUI-10375,"4294 Coldwater Canyon Ave, Los Angeles, CA",34.1479032,-118.4135263,91604,6037143500,391212.8487,72712.44201,106227.5561,161484.6235,50788.22706,158721.724,87009.33803,71712.38594,16708.05586,21118.49832,45224.00153,75671.16826,85647.9474,292502.2043,539.9048864,13941.63859,214710.2985,16883.0395,94912.83976,25995.36987,31051.69796,169095.1329,154051.5513,15043.58165,17910.00655,142158.4265,14975.52637,45090.18576,12064.19584,421.9640753,31954.50066,8475.157525,14061.53887,169646.8432,10925.1192,304570.5555,-0.328734899,31.02123714,119468.8436,2.512407688,7251.172389,1125594.137,7945.554665,62,382:16:00,0,1020.293,1.402691537
141,AUI-10380,"4319 Whitsett Ave, Los Angeles, CA",34.149205,-118.4054894,91604,6037143500,399930.423,73635.69563,109040.7482,165952.8632,51301.11604,163223.1288,88562.42586,74660.70293,17007.63177,21634.61913,46681.322,77899.55589,87399.09438,299208.1093,539.9278929,14239.6725,220210.0109,17164.24709,97060.84462,26414.44364,31733.82392,173569.4918,158306.0217,15263.47007,18189.49139,145816.0559,15631.55565,45914.25432,12422.36533,425.7796793,32433.20627,8611.002281,14441.69999,174820.3028,11597.17405,313397.1877,-0.274224401,31.0468875,114205.4,2.491189309,7413.127247,1088493.14,7976.791346,57,257:47:00,0,1009.383,1.545023992
142,AUI-10373,"15450 Plummer St, Los Angeles, CA",34.2423921,-118.4691955,91343,6037117201,537558.9974,128350.11,144645.8385,204943.2599,59619.78893,151511.3147,112178.531,39332.78376,37975.52783,33164.35114,42628.58694,37742.84884,152483.5281,365333.8339,1178.684266,30760.03856,260729.3861,20674.54042,143124.8886,22440.03813,27565.02022,216206.165,186885.5676,29320.59742,31296.77523,183703.141,26127.11874,34959.48438,15595.57431,344.0676418,36500.47841,11442.49181,17016.47758,157746.0561,6234.741387,284893.0076,-0.245901212,31.62416982,71452.26667,3.562092499,9942.232033,490334.8303,3551.556547,4,0:43,0,2.448,1.688835577
143,AUI-10349,"11175 Glenoaks Blvd, Los Angeles, CA",34.2730714,-118.4114497,91331-2536,6037104701,353867.7384,88379.95196,93340.86278,133516.9879,38629.93576,88664.12697,70992.82262,17671.30435,28672.23285,21413.28412,22708.67795,15869.93205,100075.5914,240888.7226,704.5481682,20003.33961,165325.8942,11710.32629,99140.60962,10037.29262,12874.69258,140439.3374,119756.2246,20683.11278,19670.96133,116603.6807,17462.10312,20376.92397,10602.57252,280.6138681,23695.27407,7416.109081,10518.57222,92243.79422,3579.667251,166555.6062,-0.312850656,32.91335232,67256.55131,3.616648999,6545.078087,458266.2114,1201.8671,4,1:39,0,8.703,1.474397505
144,AUI-10347,"9776 S Sepulveda Blvd, Los Angeles, CA",33.9474756,-118.3957034,90045-5802,6037980028,383126.8532,82063.47881,99863.30703,154146.2294,47053.83805,141626.0629,85523.71239,56102.35049,19038.76638,18660.53559,41812.08049,62114.68043,98901.91675,269145.127,676.5893564,17586.86326,198662.1478,15191.01892,95275.2957,21340.32537,22396.05328,161842.0763,144494.1851,17347.89116,24397.39942,134177.3752,22659.86724,27672.65476,13819.15682,333.0937545,31127.96191,6721.648063,18115.23664,151210.0934,9584.030538,271765.9583,-0.205673358,29.18062084,93076.11974,2.632736151,8023.123026,865224.508,5764.881692,7,5:30,0,28.777,3.374278863
145,AUI-10355,"8932 Woodman Ave, Los Angeles, CA",34.2321757,-118.4378409,91331-6020,6037119800,558430.7513,135348.8208,150276.6887,213714.0968,59091.14492,158399.2375,116312.6555,42086.58197,45043.53248,35809.88548,42632.87711,34912.94241,153210.5841,384180.8091,1307.05867,30357.21994,268506.9834,22202.38427,148556.3881,25609.19128,32628.01296,221169.3514,190385.3767,30783.97471,34348.00874,191533.3904,24370.87405,37409.63709,14821.07089,372.010929,36470.373,13134.10258,15456.25799,164458.0113,6058.773799,297062.3091,-0.14665103,31.26602778,61595.35842,3.585846579,10332.18591,463621.6775,3377.845265,17,52:04:00,0,99.232,1.961534061
146,AUI-10351,"17415 Vanowen St, Los Angeles, CA",34.1938899,-118.5124217,91406,6037132001,470672.4035,105606.0392,122474.9955,185652.6187,56938.75012,154619.4258,104116.4073,50503.01851,26023.32045,28200.73865,44970.20052,55425.16615,127932.7433,325334.6359,844.4712132,23934.23338,238018.988,17956.12704,121014.6784,24344.793,30003.34182,191282.8865,167433.7718,23849.11471,28623.01262,162678.1068,20888.15541,40195.86271,13933.93558,322.9275747,35253.78727,9786.441369,15695.92767,161796.4258,7177.000031,293332.4764,-0.411672739,32.61813078,88588.28558,3.046383279,8691.590552,703294.7973,5345.328318,46,168:10:00,0,331.887,1.761148784
147,AUI-10341,"4349 E Valley Blvd, Los Angeles, CA",34.063514,-118.19118,90032,6037201402,591667.2143,124941.1646,165615.4568,224872.2573,76238.33552,188196.3796,121264.1158,66932.26379,55813.75017,33396.55221,43334.59332,55651.48388,151190.7335,419879.5276,1310.486421,27791.9716,275938.4561,23176.81869,182678.4483,32845.79565,34563.3356,212521.1799,184038.9112,28482.26873,37324.04512,191832.7515,31743.40599,33216.8256,18627.33014,518.1428869,49036.52877,17802.0438,17060.89271,200891.9532,12695.57363,343515.1458,0.133098309,30.77652593,58244.33659,3.063342907,10932.05786,540409.68,5126.530634,8,12:34,0,83.206,1.899250195
148,AUI-10337,"1751 Westwood Blvd, Los Angeles, CA",34.0510894,-118.4385126,90024-3990,6037265520,474219.572,71627.48835,154912.6279,176601.7866,71077.66911,209157.6946,94010.79012,115146.9045,9976.529827,16692.56243,44772.2153,137716.387,115762.058,344319.2058,217.3542446,22985.64695,265547.3474,15838.35026,129057.8819,30741.17626,34114.28702,194455.2865,180034.2903,14420.99617,13682.06296,163078.947,27164.54362,53903.58014,20912.85606,487.4205167,43869.9113,7140.624264,19425.22435,230166.2693,21008.57472,398884.3106,-0.420611035,25.87617502,130172.2707,2.376066616,8782.396682,1415838.192,11592.84975,29,33:36:00,0,209.732,3.700274143
149,AUI-10378,"6959 Esplanade St, Los Angeles, CA",33.9585867,-118.4492361,90293,6037278102,220833.1219,35028.70938,60995.5687,93921.09228,30887.75155,98874.83764,47557.43893,51317.39871,5422.212582,8379.550558,23563.57389,61509.50061,46211.53199,167315.4464,250.8403938,8398.314871,129083.6367,7687.605614,52420.90838,13759.10104,13884.34078,98146.07868,90735.29355,7410.785129,7670.674687,83236.19302,11175.30016,24806.31189,9552.565975,313.2656193,19975.39247,3121.872793,11509.31671,107028.479,8153.641348,190542.8016,-0.422494138,28.69769114,109503.4322,2.266413534,7756.865872,1224353.822,5168.799664,95,367:29:00,0,1803.186,1.945517352
150,AUI-10366,"1248 Westwood Blvd, Los Angeles, CA",34.0578887,-118.4431004,90024,6037265510,433008.3,64956.55076,142746.2697,159426.2304,65879.24918,190910.7035,85360.36871,105550.3347,7961.530253,14723.26741,40260.44014,127965.4657,108016.4534,312312.324,139.2629365,21937.06495,241039.2316,14251.58442,119973.4462,27807.85357,31056.28951,175964.7784,163194.163,12770.61542,11966.08727,146825.3106,25148.8383,49535.24574,19046.271,483.5660316,40532.05609,6254.130694,17642.12065,210836.7271,19926.02368,364336.5354,-0.479304797,25.8504438,140710.9845,2.393827204,8002.560688,1482256.887,11041.71842,7,13:31,0,91.231,1.318179423
151,AUI-10336,"4839 Laurel Canyon Blvd, Los Angeles, CA",34.1588738,-118.3968676,91607,6037124000,433980.2635,81311.9031,119618.5356,179128.1812,53921.6435,172311.4886,95678.77766,76632.71094,20382.51936,24232.50667,50200.45371,77496.00886,97068.40219,322390.0628,576.9424298,16252.60646,236205.9824,18526.99056,107069.507,28049.44926,34030.63123,188038.0583,170786.9054,17251.15287,20420.66458,158965.1644,17549.66301,45949.85917,13364.85161,376.4442263,34169.31255,9667.319042,15257.14522,183713.0129,11401.52426,330562.6593,-0.124410656,31.01062286,101370.7112,2.556751445,8043.367498,956482.2127,7642.669302,80,207:57:00,0,851.722,1.431726955
152,AUI-10376,"7428 S Sepulveda Blvd, Los Angeles, CA",33.9731993,-118.3948075,90045,6037277000,458015.1563,86774.71021,127417.3149,185702.4189,58120.71233,184806.4003,99336.65981,85469.74045,20836.77985,22512.89587,53332.20243,88124.52211,108977.3361,332527.2174,637.6813623,18736.01884,246753.3056,18054.05465,115085.9525,29502.60988,30794.49705,196586.1613,177761.8412,18824.32008,24905.66225,163343.5917,28631.41806,36158.49092,18237.94246,381.8624823,39313.21422,8609.079728,22588.48549,197128.2217,12321.82142,352904.9442,-0.097682745,29.07203881,85462.19823,2.52756181,8812.391758,782074.6334,6293.513006,2,0:02,0,0.145,1.280224968
153,AUI-10382,"10654 W Magnolia Blvd, Los Angeles, CA",34.1648054,-118.3634964,91601,6037125501,399151.6375,72217.7273,109222.4233,165873.6614,51837.82555,159198.6371,88349.61618,70849.02087,18318.83018,23347.31975,47989.99649,69542.49063,89287.74365,297534.2525,428.398411,15372.78425,213941.1956,16610.33041,104692.9832,25026.95978,31711.24821,172497.9564,157372.6552,15125.30121,17292.57383,145354.4501,16853.09918,39286.77166,12224.69546,222.1791304,32548.42314,10260.22326,14663.7656,170613.8967,11415.25964,304737.9076,0.431255307,28.43400348,89715.58571,2.534532482,7391.570347,863044.0262,6699.085634,21,74:31:00,0,191.764,2.132059042
154,AUI-10364,"6040 Jefferson Blvd, Los Angeles, CA",34.0204237,-118.380283,90016,6037702502,621437.0789,113910.6405,170493.6388,250083.7882,86949.01134,259554.0441,133662.2653,125891.7787,26210.42894,30958.76811,70860.79168,131524.0554,139850.5772,460249.5929,662.2924136,21668.63767,334408.2058,22460.29412,162827.9412,40304.91617,47750.43568,261740.4377,239681.7037,22058.73401,30044.41738,215035.8227,35917.85525,57318.04942,25581.79412,554.6843522,57709.23487,12992.95334,28939.50523,280960.3886,21406.34457,491607.0673,-0.061275369,28.80113597,83151.83945,2.417749381,11457.16419,898661.0108,8950.75966,5,0:44,0,2.715,2.295242012
155,AUI-10389,"5263 Packard, Los Angeles, CA",34.0507581,-118.3511493,90019,6037217100,823235.2354,143718.2786,252351.0934,325009.6911,102156.1723,341859.3424,163420.0831,178439.2593,50716.04089,49633.16803,85193.19988,156316.9336,185256.4883,611751.3523,1180.85578,30712.57636,450614.2518,32562.53089,211386.3219,67732.98488,77691.60815,323486.6005,294780.3194,28706.2811,44677.45637,304572.1759,34201.7834,82461.32812,28700.11753,678.8468057,65335.9506,20614.73879,25395.37504,376913.6135,35054.27118,627821.6466,0.048492116,29.86640078,76505.15043,2.443438877,15144.88586,956162.2946,8819.628666,15,106:14:00,0,136.281,2.155614342
156,AUI-10388,"9818 Reseda Blvd, Los Angeles, CA",34.249297,-118.535973,91324-2036,6037115201,375930.3363,79436.62406,92181.1434,151390.1856,52922.38318,116650.1262,85028.55172,31621.57444,14907.19386,21377.65875,35950.19732,44415.07623,104436.6939,259263.7229,450.3653606,20430.2841,187971.1503,12186.45897,106585.3432,13453.54589,15689.99742,156658.7653,137895.2798,18763.48558,17630.41722,125466.145,20829.6552,28162.85868,13181.34423,331.1471732,31575.25945,7585.323215,15909.55549,121856.327,5206.200828,222964.9658,-0.551700985,32.91741149,90322.12889,3.158475695,6929.695393,597675.4562,3633.309647,8,3:40,0,15.432,2.499488649
157,AUI-10363,"8800 S Hoover St, Los Angeles, CA",33.9572904,-118.2863728,90044,6037240300,820179.2566,233114.8263,218580.349,293867.3936,74616.68765,225692.0674,166411.4968,59280.57068,84689.34188,54011.04273,61976.54187,25015.14097,242628.3996,539989.2804,2600.568424,48063.48545,344412.2299,33819.69028,234939.1565,38661.72525,54117.63308,274871.2356,236464.9347,38406.30092,89002.96483,256308.1551,37059.25778,35642.01641,15050.60303,352.197535,53118.90179,23316.6401,24407.91779,237188.2501,11496.18265,412800.2289,0.78562685,33.3010763,45602.63718,3.577493261,15092.7237,379000.1523,1488.275516,4,2:25,0,15.956,1.561417414
